X,Y
-10.0, 0.5440211108893703
-9.9, 0.4575358937753218
-9.8, 0.366479129251929
-9.7, 0.2717606264109431
-9.6, 0.17432678122298073
-9.5, 0.07515112046180998
-9.4, -0.02477542545335695
-9.3, -0.12445442350706198
-9.2, -0.22288991410024775
-9.1, -0.3190983623493519
-9.0, -0.41211848524175637
-8.9, -0.5010208564578847
-8.8, -0.5849171928917609
-8.7, -0.6629692300821828
-8.6, -0.7343970978741131
-8.5, -0.7984871126234903
-8.4, -0.8545989080882803
-8.3, -0.9021718337562935
-8.2, -0.9407305566797731
-8.1, -0.9698898108450863
-8.0, -0.9893582466233817
-7.9, -0.9989413418397716
-7.8, -0.9985433453746049
-7.699999999999999, -0.9881682338770003
-7.6, -0.9679196720314863
-7.5, -0.9379999767747393
-7.4, -0.8987080958116271
-7.3, -0.8504366206285646
-7.199999999999999, -0.7936678638491521
-7.1, -0.728969040125876
-7.0, -0.6569865987187893
-6.9, -0.5784397643882009
-6.8, -0.49411335113860844
-6.699999999999999, -0.40484992061659775
-6.6, -0.311541363513378
-6.5, -0.21511998808781577
-6.4, -0.11654920485049389
-6.3, -0.016813900484350032
-6.199999999999999, 0.08308940281749652
-6.1, 0.18216250427209585
-6.0, 0.27941549819892564
-5.8999999999999995, 0.373876664830236
-5.8, 0.46460217941375714
-5.7, 0.5506855425976377
-5.6, 0.6312666378723214
-5.5, 0.7055403255703917
-5.3999999999999995, 0.7727644875559871
-5.3, 0.8322674422239011
-5.199999999999999, 0.8834546557201536
-5.1, 0.9258146823277326
-5.0, 0.9589242746631393
-4.8999999999999995, 0.9824526126243326
-4.8, 0.9961646088358406
-4.699999999999999, 0.9999232575641006
-4.6, 0.9936910036334645
-4.5, 0.9775301176650971
-4.3999999999999995, 0.9516020738895159
-4.3, 0.9161659367494552
-4.199999999999999, 0.8715757724135887
-4.1, 0.8182771110644104
-4.0, 0.7568024953079284
-3.8999999999999995, 0.6877661591839733
-3.8, 0.6118578909427185
-3.6999999999999993, 0.5298361409084928
