X,Y
0.0, NaN
1.0E-4, -8.383613097157284
2.0E-4, -7.752683343586194
3.0000000000000003E-4, -7.38361309715766
4.0E-4, -7.121753590014754
5.0E-4, -6.918639576439705
6.000000000000001E-4, -6.752683343586117
7.0E-4, -6.612369347996135
8.0E-4, -6.490823836443214
9.000000000000001E-4, -6.383613097157602
0.001, -6.287709822868175
0.0011, -6.200954758513371
0.0012000000000000001, -6.121753590014609
0.0013000000000000002, -6.04889557768474
0.0014, -5.981439594424634
0.0015, -5.918639576439626
0.0016, -5.859894082871694
0.0017000000000000001, -5.804711173994949
0.0018000000000000002, -5.75268334358608
0.0019, -5.703469237911161
0.002, -5.656780069296703
0.0021000000000000003, -5.612369347996127
0.0022, -5.570025004941942
0.0023, -5.529563266957273
0.0024000000000000002, -5.490823836443177
0.0025, -5.453666055721697
0.0026000000000000003, -5.417965824113297
0.0027, -5.383613097157536
0.0028, -5.350509840853205
0.0029000000000000002, -5.318568345046885
0.003, -5.287709822868162
0.0031000000000000003, -5.257863239900509
0.0032, -5.228964329300242
0.0033, -5.200954758513398
0.0034000000000000002, -5.173781420423511
0.0035, -5.147395827278187
0.0036000000000000003, -5.121753590014616
0.0037, -5.096813968939265
0.0038, -5.0725394843396945
0.0039000000000000003, -5.048895577684749
0.004, -5.025850315725236
0.0041, -5.003374131137589
0.004200000000000001, -4.981439594424663
0.0043, -4.960021212659864
0.0044, -4.939095251370498
0.0045000000000000005, -4.918639576439619
0.0046, -4.8986335133858105
0.0047, -4.879057721777808
0.0048000000000000004, -4.859894082871707
0.0049, -4.841125598834706
0.005, -4.822736302150233
0.0051, -4.804711173994964
0.005200000000000001, -4.787036070541826
0.0053, -4.769697656283064
0.0054, -4.752683343586078
0.0055000000000000005, -4.7359812377954755
0.0056, -4.719580087281735
0.0057, -4.703469237911157
0.0058000000000000005, -4.687638591475415
0.0059, -4.672078567674827
0.006, -4.656780069296692
0.0061, -4.641734450271946
0.006200000000000001, -4.626933486329067
0.0063, -4.612369347996121
0.0064, -4.5980345757288
0.006500000000000001, -4.583922056966828
0.0066, -4.570025004941946
0.0067, -4.556336939079536
0.0068000000000000005, -4.542851666852063
0.006900000000000001, -4.529563266957269
0.007, -4.516466073706735
0.0071, -4.503554662521661
0.007200000000000001, -4.490823836443163
0.0073, -4.478268613572808
0.0074, -4.465884215367805
0.007500000000000001, -4.453666055721681
0.0076, -4.441609730768239
0.0077, -4.42971100935197
0.0078000000000000005, -4.4179658241132875
0.0079, -4.406370263141661
0.008, -4.394920562153779
0.0081, -4.383613097157537
0.0082, -4.372444377566126
0.0083, -4.361411039729502
0.008400000000000001, -4.350509840853207
0.0085, -4.3397376532770515
0.0086, -4.329091459088405
0.008700000000000001, -4.3185683450468755
0.0088, -4.308165497799032
0.0089, -4.297880199363467
0.009000000000000001, -4.287709822868157
0.0091, -4.277651828523321
0.0092, -4.26770375981435
0.009300000000000001, -4.2578632399005185
0.0094, -4.248127968206342
0.0095, -4.238495717193236
0.009600000000000001, -4.228964329300245
0.0097, -4.219531714043316
0.0098, -4.210195845263234
0.0099, -4.200954758513399
0.01, -4.191806548578768
0.010100000000000001, -4.182749367118302
0.0102, -4.173781420423516
0.0103, -4.164900967286411
0.010400000000000001, -4.156106316970377
0.0105, -4.147395827278192
0.0106, -4.1387679027116135
0.010700000000000001, -4.130220992717348
0.0108, -4.121753590014628
0.0109, -4.113364228999832
0.011000000000000001, -4.105051484224019
0.0111, -4.09681396893926
0.0112, -4.088650333710282
0.011300000000000001, -4.080559265087683
0.0114, -4.072539484339706
0.0115, -4.0645897462393386
0.011600000000000001, -4.056708837903959
0.0117, -4.048895577684743
0.0118, -4.041148814103366
0.0119, -4.03346742483355
0.012, -4.025850315725241
0.012100000000000001, -4.018296419869263
0.0122, -4.010804696700488
0.0123, -4.003374131137585
0.012400000000000001, -3.996003732757609
0.0125, -3.988692535003761
0.0126, -3.981439594424664
0.012700000000000001, -3.9742439899437567
0.0128, -3.9671048221573377
0.0129, -3.960021212659863
0.013000000000000001, -3.952992303395365
0.0131, -3.946017256033689
0.0132, -3.9390952513704836
0.013300000000000001, -3.9322254887497388
0.0134, -3.925407185508075
0.0135, -3.9186395764396114
0.013600000000000001, -3.9119219132805965
0.0137, -3.90525346421295
0.013800000000000002, -3.8986335133858074
0.013900000000000001, -3.8920613604543663
0.014, -3.8855363201352735
0.014100000000000001, -3.879057721777803
0.0142, -3.8726249089502143
0.0143, -3.86623723904061
0.014400000000000001, -3.8598940828717114
0.0145, -3.8535948243289506
0.0146, -3.847338860001362
0.014700000000000001, -3.8411255988346955
0.0148, -3.8349544617963516
0.0149, -3.828824881551525
0.015000000000000001, -3.8227363021502283
0.0151, -3.8166881787247013
0.0152, -3.8106799771967905
0.015300000000000001, -3.8047111739949706
0.0154, -3.79878125578052
0.0155, -3.792889719182594
0.015600000000000001, -3.787036070541829
0.015700000000000002, -3.7812198256621006
0.0158, -3.775440509570201
0.0159, -3.769697656283067
0.016, -3.763990808582323
0.0161, -3.7583195177958464
0.0162, -3.7526833435860802
0.016300000000000002, -3.7470818537448944
0.0164, -3.74151462399467
0.0165, -3.7359812377954755
0.0166, -3.730481286158044
0.0167, -3.7250143674623732
0.016800000000000002, -3.719580087281746
0.016900000000000002, -3.7141780582119535
0.017, -3.708807899705592
0.0171, -3.7034692379111656
0.0172, -3.698161705516942
0.0173, -3.692884941599296
0.017400000000000002, -3.6876385914754195
0.0175, -3.682422306560261
0.0176, -3.6772357442275707
0.0177, -3.672078567674823
0.0178, -3.666950445792003
0.0179, -3.661851053034015
0.018000000000000002, -3.6567800692966967
0.0181, -3.651737179796223
0.0182, -3.6467220749518674
0.0183, -3.6417344502719473
0.0184, -3.6367740062428964
0.018500000000000003, -3.631840448221342
0.018600000000000002, -3.626933486329068
0.0187, -3.6220528353508357
0.0188, -3.6171982146348878
0.0189, -3.6123693479961174
0.019, -3.6075659636217803
0.019100000000000002, -3.602787793979687
0.019200000000000002, -3.5980345757287906
0.0193, -3.5933060496321088
0.0194, -3.5886019604718578
0.0195, -3.58392205696682
0.0196, -3.5792660916917796
