X,Y
-10.0, -0.8390715290764522
-9.9, -0.8891911526253607
-9.8, -0.9304262721047534
-9.7, -0.9623648798313101
-9.6, -0.9846878557941269
-9.5, -0.9971721561963783
-9.4, -0.9996930420352061
-9.3, -0.9922253254526034
-9.2, -0.9748436214041636
-9.1, -0.9477216021311121
-9.0, -0.9111302618846776
-8.9, -0.8654352092411135
-8.8, -0.811093014061656
-8.7, -0.7486466455973987
-8.6, -0.6787200473200127
-8.5, -0.6020119026848236
-8.4, -0.519288654116686
-8.3, -0.4313768449706215
-8.2, -0.33915486098383507
-8.1, -0.243544153735792
-8.0, -0.14550003380861481
-7.9, -0.046002125639537456
-7.8, 0.05395542056265082
-7.699999999999999, 0.15337386203786604
-7.6, 0.25125984258225564
-7.5, 0.3466353178350255
-7.4, 0.4385473275743901
-7.3, 0.526077517381106
-7.199999999999999, 0.6083513145322546
-7.1, 0.6845466664428063
-7.0, 0.7539022543433045
-6.9, 0.8157251001253567
-6.8, 0.8693974903498265
-6.699999999999999, 0.9143831482353199
-6.6, 0.9502325919585296
-6.5, 0.9765876257280235
-6.4, 0.9931849187581927
-6.3, 0.9998586363834149
-6.199999999999999, 0.9965420970232174
-6.1, 0.9832684384425846
-6.0, 0.9601702866503661
-5.8999999999999995, 0.9274784307440358
-5.8, 0.885519516941319
-5.7, 0.8347127848391599
-5.6, 0.7755658785102493
-5.5, 0.7086697742912601
-5.3999999999999995, 0.6346928759426341
-5.3, 0.5543743361791612
-5.199999999999999, 0.4685166713003765
-5.1, 0.3779777427129797
-5.0, 0.2836621854632264
-4.8999999999999995, 0.18651236942257532
-4.8, 0.08749898343944573
-4.699999999999999, -0.012388663462891273
-4.6, -0.11215252693505469
-4.5, -0.21079579943078053
-4.3999999999999995, -0.30733286997841996
-4.3, -0.4007991720799753
-4.199999999999999, -0.4902608213407001
-4.1, -0.5748239465332695
-4.0, -0.6536436208636117
-3.8999999999999995, -0.7259323042001403
-3.8, -0.7909677119144161
-3.6999999999999993, -0.8481000317104085
-3.5999999999999996, -0.8967584163341471
-3.5, -0.9364566872907966
-3.3999999999999995, -0.9667981925794611
-3.3, -0.9874797699088649
-3.1999999999999993, -0.998294775794753
-3.0999999999999996, -0.999135150273279
-3.0, -0.9899924966004455
-2.8999999999999995, -0.9709581651495905
-2.8, -0.9422223406686583
-2.6999999999999993, -0.9040721420170612
-2.5999999999999996, -0.8568887533689472
-2.5, -0.8011436155469339
-2.3999999999999995, -0.737393715541245
-2.3, -0.6662760212798239
-2.1999999999999993, -0.5885011172553446
-2.0999999999999996, -0.5048461045998572
-2.0, -0.4161468365471423
-1.9000000000000004, -0.32328956686350396
-1.799999999999999, -0.22720209469308678
-1.6999999999999993, -0.12884449429552536
-1.5999999999999996, -0.029199522301288514
-1.5, 0.07073720166770271
-1.4000000000000004, 0.16996714290024098
-1.299999999999999, 0.26749882862458907
-1.1999999999999993, 0.362357754476674
-1.0999999999999996, 0.4535961214255777
-1.0, 0.5403023058681398
-0.9000000000000004, 0.6216099682706638
-0.7999999999999989, 0.6967067093471662
-0.6999999999999993, 0.7648421872844888
-0.5999999999999996, 0.8253356149096785
-0.5, 0.8775825618903735
-0.3999999999999986, 0.9210609940028859
-0.29999999999999893, 0.9553364891256063
-0.1999999999999993, 0.9800665778412417
-0.09999999999999964, 0.9950041652780248
0.0, 0.9999999999999998
0.10000000000000142, 0.9950041652780255
0.20000000000000107, 0.9800665778412414
0.3000000000000007, 0.9553364891256065
0.40000000000000036, 0.9210609940028851
0.5, 0.8775825618903726
0.6000000000000014, 0.8253356149096774
0.7000000000000011, 0.7648421872844874
0.8000000000000007, 0.6967067093471648
0.9000000000000004, 0.6216099682706642
1.0, 0.5403023058681399
1.1000000000000014, 0.4535961214255761
1.200000000000001, 0.3623577544766721
1.3000000000000007, 0.2674988286245867
1.4000000000000004, 0.16996714290024062
1.5, 0.07073720166770273
1.6000000000000014, -0.029199522301290207
1.700000000000001, -0.1288444942955258
1.8000000000000007, -0.2272020946930878
1.9000000000000004, -0.32328956686350374
2.0, -0.41614683654714246
2.1000000000000014, -0.5048461045998588
2.200000000000001, -0.5885011172553474
2.3000000000000007, -0.6662760212798248
2.4000000000000004, -0.7373937155412457
2.5, -0.8011436155469329
2.6000000000000014, -0.856888753368948
2.700000000000001, -0.9040721420170618
2.8000000000000007, -0.9422223406686588
2.9000000000000004, -0.9709581651495907
3.0, -0.9899924966004454
3.1000000000000014, -0.9991351502732794
3.200000000000001, -0.9982947757947526
3.3000000000000007, -0.9874797699088648
3.4000000000000004, -0.966798192579461
3.5, -0.9364566872907965
3.6000000000000014, -0.8967584163341469
3.700000000000001, -0.8481000317104074
3.8000000000000007, -0.7909677119144162
3.9000000000000004, -0.7259323042001398
4.0, -0.6536436208636115
4.100000000000001, -0.574823946533267
4.200000000000001, -0.49026082134069854
4.300000000000001, -0.4007991720799745
4.4, -0.3073328699784194
4.5, -0.2107957994307803
